OBJECTID_1 *,Shape *,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo,Shape_Length,Shape_Area
738,Polygon,Mekhoni town,ET010412,<Null>,<Null>,<Null>,Southern,ET0104,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.082293,0.000324
739,Polygon,Meko,ET041618,<Null>,<Null>,<Null>,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.158928,0.046888
740,Polygon,Melekoza,ET071501,<Null>,<Null>,<Null>,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.512871,0.077081
741,Polygon,Melka Balo,ET041012,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.127955,0.114306
742,Polygon,Melka Soda,ET041518,<Null>,<Null>,<Null>,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.29866,0.130612
743,Polygon,Melo Gada,ET071509,<Null>,<Null>,<Null>,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.108057,0.049737
744,Polygon,Mena (Bale),ET041112,<Null>,<Null>,<Null>,Bale,ET0411,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.693543,0.399712
745,Polygon,Mena (Jimma),ET040406,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.199856,0.04053
746,Polygon,Mena Meketewa,ET030213,<Null>,<Null>,<Null>,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.304612,0.061883
747,Polygon,Mendi town,ET040198,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.22332,0.002813
748,Polygon,Menge,ET060301,<Null>,<Null>,<Null>,Asosa,ET0603,Benishangul Gumz,ET06,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.751408,0.08908
749,Polygon,Mengesh,ET120308,<Null>,<Null>,<Null>,Majang,ET1203,Gambela,ET12,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.024821,0.136969
750,Polygon,Menit Goldiye,ET071802,<Null>,<Null>,<Null>,Mirab Omo,ET0718,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.858731,0.095076
751,Polygon,Menit Shasha,ET071804,<Null>,<Null>,<Null>,Mirab Omo,ET0718,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.565007,0.130947
752,Polygon,Menze Gera Midir,ET030505,<Null>,<Null>,<Null>,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.979701,0.091552
753,Polygon,Menze Keya Gabriel,ET030521,<Null>,<Null>,<Null>,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.320114,0.044951
754,Polygon,Menze Lalo Midir,ET030522,<Null>,<Null>,<Null>,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.095739,0.031506
755,Polygon,Menze Mama Midir,ET030509,<Null>,<Null>,<Null>,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.508936,0.053688
756,Polygon,Merawi town,ET030797,<Null>,<Null>,<Null>,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.07971,0.000239
757,Polygon,Merhabete,ET030502,<Null>,<Null>,<Null>,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.745065,0.086202
758,Polygon,Mersa town,ET030397,<Null>,<Null>,<Null>,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.093991,0.000403
759,Polygon,Merti,ET040801,<Null>,<Null>,<Null>,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.429396,0.071629
760,Polygon,Mesela,ET040904,<Null>,<Null>,<Null>,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.089826,0.053771
761,Polygon,Meskan,ET070106,<Null>,<Null>,<Null>,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.286387,0.027163
762,Polygon,Meta,ET041009,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.173667,0.038043
763,Polygon,Meta Robi,ET040514,<Null>,<Null>,<Null>,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.227748,0.037277
764,Polygon,Meta Walkite,ET040594,<Null>,<Null>,<Null>,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.94735,0.0417
765,Polygon,Metehara town,ET040799,<Null>,<Null>,<Null>,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.120991,0.000468
766,Polygon,Metema,ET031213,<Null>,<Null>,<Null>,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,4.774063,0.443497
767,Polygon,Metema Yohanes town,ET031224,<Null>,<Null>,<Null>,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.116572,0.000753
768,Polygon,Metu town,ET040320,<Null>,<Null>,<Null>,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.180641,0.001331
769,Polygon,Metu Zuria,ET040310,<Null>,<Null>,<Null>,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.086913,0.061601
770,Polygon,Meyu Muleke,ET041018,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.653024,0.218013
771,Polygon,Meyumuluka,ET050408,<Null>,<Null>,<Null>,Erer,ET0504,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.35433,0.054716
772,Polygon,Michakel,ET030609,<Null>,<Null>,<Null>,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.842763,0.060852
773,Polygon,Mida Kegn,ET040504,<Null>,<Null>,<Null>,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.323674,0.074923
774,Polygon,Mida Woremo,ET030501,<Null>,<Null>,<Null>,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.369445,0.069981
775,Polygon,Midhaga Tola,ET041014,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.744203,0.12742
776,Polygon,Midre Genet,ET031223,<Null>,<Null>,<Null>,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.111959,0.000801
777,Polygon,Mierab Azenet Berbere,ET072004,<Null>,<Null>,<Null>,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.952651,0.012403
778,Polygon,Mieso,ET040901,<Null>,<Null>,<Null>,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.393086,0.124475
779,Polygon,Miesso,ET050107,<Null>,<Null>,<Null>,Siti,ET0501,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.407485,0.071108
780,Polygon,Mile,ET020105,<Null>,<Null>,<Null>,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.676399,0.183845
781,Polygon,Minjar Shenkora,ET030518,<Null>,<Null>,<Null>,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.118018,0.141917
782,Polygon,Mirab Abaya,ET071005,<Null>,<Null>,<Null>,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.369088,0.065494
783,Polygon,Mirab Armacho,ET031206,<Null>,<Null>,<Null>,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.546057,0.124211
784,Polygon,Mirab Badowach,ET070209,<Null>,<Null>,<Null>,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.803943,0.012321
785,Polygon,Mirab Soro,ET070217,<Null>,<Null>,<Null>,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.777019,0.018523
786,Polygon,Misha,ET070201,<Null>,<Null>,<Null>,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.697682,0.014346
787,Polygon,Misirak Silti,ET072013,<Null>,<Null>,<Null>,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.672684,0.009366
788,Polygon,Misrak Azenet Berbere,ET072007,<Null>,<Null>,<Null>,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.684175,0.013771
789,Polygon,Misrak Badawacho,ET070205,<Null>,<Null>,<Null>,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.07329,0.01958
790,Polygon,Misrak Meskan,ET070118,<Null>,<Null>,<Null>,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.720484,0.008887
791,Polygon,Mito,ET072012,<Null>,<Null>,<Null>,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.072119,0.016873
792,Polygon,Miyo,ET041216,<Null>,<Null>,<Null>,Borena,ET0412,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.171678,0.209541
793,Polygon,Mizan Aman town,ET071107,<Null>,<Null>,<Null>,Bench Sheko,ET0711,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.310463,0.001995
794,Polygon,Mizyiga,ET060405,<Null>,<Null>,<Null>,Kemashi,ET0604,Benishangul Gumz,ET06,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.001,0.140149
795,Polygon,Mojan Wedera,ET030511,<Null>,<Null>,<Null>,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.450144,0.051004
796,Polygon,Mojo Town,ET040797,<Null>,<Null>,<Null>,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.451682,0.003423
797,Polygon,Moretna Jiru,ET030504,<Null>,<Null>,<Null>,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.202353,0.054617
798,Polygon,Mota Town,ET030694,<Null>,<Null>,<Null>,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.1045,0.000546
799,Polygon,Moyale (OR),ET041210,<Null>,<Null>,<Null>,Borena,ET0412,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.315282,0.218048
800,Polygon,Moyale (SM),ET051103,<Null>,<Null>,<Null>,Daawa,ET0511,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.536053,0.113979
801,Polygon,Mubarek,ET051187,<Null>,<Null>,<Null>,Daawa,ET0511,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.443072,0.604899
802,Polygon,Muhur Na Aklil,ET070112,<Null>,<Null>,<Null>,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.223207,0.038829
803,Polygon,Mulo,ET042016,<Null>,<Null>,<Null>,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.98321,0.028294
804,Polygon,Munessa,ET040817,<Null>,<Null>,<Null>,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.877255,0.087858
805,Polygon,Mustahil,ET050606,<Null>,<Null>,<Null>,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.023229,0.242372
806,Polygon,Naeder,ET010209,<Null>,<Null>,<Null>,Central,ET0102,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.160047,0.040949
807,Polygon,Nefas Mewicha town,ET030215,<Null>,<Null>,<Null>,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.119834,0.00064
808,Polygon,Nefas Silk,ET140102,<Null>,<Null>,<Null>,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.397234,0.004968
809,Polygon,Negele town,ET041414,<Null>,<Null>,<Null>,Guji,ET0414,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.135754,0.000729
810,Polygon,Nejo,ET040102,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.586501,0.053145
811,Polygon,Nejo town,ET040199,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.201926,0.00222
812,Polygon,Nekemte town,ET040297,<Null>,<Null>,<Null>,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.436135,0.004791
813,Polygon,Nenesebo,ET041709,<Null>,<Null>,<Null>,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.23714,0.133983
814,Polygon,Neqsege,ET010403,<Null>,<Null>,<Null>,Southern,ET0104,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.573205,0.014032
815,Polygon,Nole Kaba,ET040115,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.765015,0.051884
816,Polygon,Nono,ET040508,<Null>,<Null>,<Null>,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.351322,0.056956
817,Polygon,Nono Benja,ET040499,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.719774,0.068077
818,Polygon,North Ari,ET070703,<Null>,<Null>,<Null>,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.708892,0.022957
819,Polygon,Nunu Kumba,ET040215,<Null>,<Null>,<Null>,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.82568,0.050307
820,Polygon,Nyngatom,ET070708,<Null>,<Null>,<Null>,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.612602,0.229031
821,Polygon,O'yida,ET071506,Oyida,<Null>,<Null>,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.641517,0.014278
822,Polygon,Odo Shakiso,ET041405,<Null>,<Null>,<Null>,Guji,ET0414,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.399066,0.102501
823,Polygon,Ofa,ET070607,<Null>,<Null>,<Null>,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.053478,0.025395
824,Polygon,Ofla,ET010408,<Null>,<Null>,<Null>,Southern,ET0104,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.629528,0.053046
825,Polygon,Omo Beyam,ET040491,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.363767,0.065507
826,Polygon,Omo Nada,ET040411,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.110829,0.064036
827,Polygon,Pawe,ET060206,<Null>,<Null>,<Null>,Metekel,ET0602,Benishangul Gumz,ET06,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.591265,0.054144
828,Polygon,Police Maret,ET150114,<Null>,<Null>,<Null>,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.18454,0.000733
829,Polygon,Qada Duma,ET051198,<Null>,<Null>,<Null>,Daawa,ET0511,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.869276,0.176847
830,Polygon,Quara,ET031214,<Null>,<Null>,<Null>,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,4.502276,0.701244
831,Polygon,Quarit,ET030706,<Null>,<Null>,<Null>,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.621348,0.04988
832,Polygon,Qubi,ET050497,<Null>,<Null>,<Null>,Erer,ET0504,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.085659,0.040053
833,Polygon,Rama,ET010214,<Null>,Adi Arebate,<Null>,Central,ET0102,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.080626,0.040098
834,Polygon,Rape,ET070509,<Null>,<Null>,<Null>,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.6932,0.01367
835,Polygon,Raso,ET050809,<Null>,<Null>,<Null>,Afder,ET0508,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.935759,0.024315
836,Polygon,Raya Alamata,ET010407,<Null>,<Null>,<Null>,Southern,ET0104,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.770659,0.058669
837,Polygon,Raya Azebo,ET010406,<Null>,<Null>,<Null>,Southern,ET0104,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.019139,0.090778
838,Polygon,Raya Kobo,ET030302,<Null>,<Null>,<Null>,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.360964,0.159633
839,Polygon,Rayitu,ET042104,<Null>,<Null>,<Null>,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.326325,0.412226
840,Polygon,Robe,ET040812,<Null>,<Null>,<Null>,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.866231,0.109768
841,Polygon,Robe Town,ET041119,<Null>,<Null>,<Null>,Bale,ET0411,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.309763,0.004497
842,Polygon,Saba Boru,ET041412,<Null>,<Null>,<Null>,Guji,ET0414,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.454886,0.184718
843,Polygon,Sabian,ET150103,<Null>,<Null>,<Null>,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.195337,0.001625
844,Polygon,Saesie,ET010303,<Null>,<Null>,<Null>,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.579643,0.050782
845,Polygon,Sagag,ET051005,<Null>,<Null>,<Null>,Nogob,ET0510,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.169038,0.214009
846,Polygon,Saharti,ET010601,<Null>,<Null>,<Null>,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.381069,0.049678
847,Polygon,Sahila,ET030806,<Null>,<Null>,<Null>,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.971728,0.095397
848,Polygon,Salahad,ET051004,<Null>,<Null>,<Null>,Nogob,ET0510,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.521512,0.012176
849,Polygon,Salamago,ET070701,<Null>,<Null>,<Null>,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,4.416247,0.373386
850,Polygon,Sale Nono,ET040313,<Null>,<Null>,<Null>,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.96052,0.140081
851,Polygon,Samera Logiya town,ET020198,<Null>,<Null>,<Null>,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.387761,0.006287
852,Polygon,Samre,ET010606,<Null>,<Null>,<Null>,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.913622,0.092061
853,Polygon,Samurobi,ET020502,<Null>,Samurobi Gelealo,<Null>,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.278896,0.119109
854,Polygon,Sankura,ET072006,<Null>,<Null>,<Null>,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.987927,0.02271
855,Polygon,Sasiga,ET040211,<Null>,<Null>,<Null>,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.498352,0.064448
856,Polygon,Sawla town,ET071507,<Null>,<Null>,<Null>,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.180084,0.001367
857,Polygon,Sayint,ET030411,<Null>,<Null>,<Null>,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.858757,0.119015
858,Polygon,Saylem,ET070901,<Null>,<Null>,<Null>,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.436289,0.064056
859,Polygon,Sayo,ET041805,<Null>,<Null>,<Null>,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.894858,0.092221
860,Polygon,Sayo Nole,ET040118,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.690588,0.050397
861,Polygon,Sebeta Hawas,ET042006,<Null>,<Null>,<Null>,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.910061,0.061653
862,Polygon,Sebeta town,ET042009,<Null>,<Null>,<Null>,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.599852,0.010718
863,Polygon,Sedae,ET030619,<Null>,<Null>,<Null>,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.008353,0.048248
864,Polygon,Sedal,ET060402,<Null>,<Null>,<Null>,Kemashi,ET0604,Benishangul Gumz,ET06,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,4.078137,0.202862
865,Polygon,Sede Muja,ET030214,<Null>,<Null>,<Null>,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.393744,0.075098
866,Polygon,Seden Sodo,ET041310,<Null>,<Null>,<Null>,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.329547,0.045955
867,Polygon,Sedi Chenka,ET041812,<Null>,<Null>,<Null>,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.924245,0.024544
868,Polygon,Segen Zuria,ET071302,<Null>,<Null>,<Null>,Konso,ET0713,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.998795,0.030573
869,Polygon,Seka Chekorsa,ET040409,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.004325,0.067543
870,Polygon,Sekela,ET030705,<Null>,<Null>,<Null>,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.942158,0.063693
871,Polygon,Sekoru,ET040403,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.30267,0.075765
872,Polygon,Sekota,ET030802,<Null>,<Null>,<Null>,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.574325,0.103975
873,Polygon,Sekota town,ET030807,<Null>,<Null>,<Null>,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.528326,0.008396
874,Polygon,Selamber town,ET071003,<Null>,<Null>,<Null>,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.076852,0.00028
875,Polygon,Selekleka,ET010109,<Null>,Laelay Koraro,<Null>,North Western,ET0101,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.384169,0.033442
876,Polygon,Selewa,ET010401,<Null>,<Null>,<Null>,Southern,ET0104,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.781374,0.022952
877,Polygon,Semada,ET030207,<Null>,<Null>,<Null>,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.712917,0.110945
878,Polygon,Semen Achefer,ET030701,<Null>,<Null>,<Null>,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.136067,0.095519
879,Polygon,Semen Bench,ET071105,<Null>,<Null>,<Null>,Bench Sheko,ET0711,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.904771,0.022051
880,Polygon,Senan,ET030616,<Null>,<Null>,<Null>,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.191184,0.036063
881,Polygon,Sendafa town,ET042018,<Null>,<Null>,<Null>,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.087007,0.000345
882,Polygon,Seru,ET040811,<Null>,<Null>,<Null>,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.622135,0.144563
883,Polygon,Setema,ET040413,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.898195,0.084651
884,Polygon,Setit Humera,ET010504,<Null>,<Null>,<Null>,Western,ET0105,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.637361,0.008697
885,Polygon,Seweyna,ET042105,<Null>,<Null>,<Null>,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,5.434212,0.75325
886,Polygon,Seyemti Adyabo,ET010110,<Null>,<Null>,<Null>,North Western,ET0101,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.412737,0.059442
