OBJECTID_1 *,Shape *,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo,Shape_Length,Shape_Area
290,Polygon,Debre Tabor town,ET030210,<Null>,<Null>,<Null>,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.555708,0.009204
291,Polygon,Debub Achefer,ET030713,<Null>,<Null>,<Null>,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.007179,0.091315
292,Polygon,Debub Bench,ET071103,<Null>,<Null>,<Null>,Bench Sheko,ET0711,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.39839,0.051009
293,Polygon,Debub Mecha,ET030715,<Null>,<Null>,<Null>,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.668376,0.077442
294,Polygon,Debub Sodo,ET070119,<Null>,<Null>,<Null>,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.023866,0.022752
295,Polygon,Decha,ET070908,<Null>,<Null>,<Null>,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.631637,0.087965
296,Polygon,Dechatu,ET150111,<Null>,<Null>,<Null>,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.062417,0.00011
297,Polygon,Deder,ET041011,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.653352,0.052927
298,Polygon,Deder town,ET041097,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.094672,0.000248
299,Polygon,Dedesa,ET041608,<Null>,<Null>,<Null>,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.947129,0.069016
300,Polygon,Dedo,ET040410,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.663113,0.064287
301,Polygon,Dega,ET041604,<Null>,<Null>,<Null>,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.023041,0.029039
302,Polygon,Dega Damot,ET030707,<Null>,<Null>,<Null>,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.650462,0.068745
303,Polygon,Degahabur town,ET050307,<Null>,<Null>,<Null>,Jarar,ET0503,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.537288,0.01988
304,Polygon,Degehabur,ET050302,<Null>,<Null>,<Null>,Jarar,ET0503,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.985133,0.295659
305,Polygon,Degehamedo,ET050301,<Null>,<Null>,<Null>,Jarar,ET0503,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.407338,0.297422
306,Polygon,Degeluna Tijo,ET040815,<Null>,<Null>,<Null>,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.577016,0.075882
307,Polygon,Degem,ET040605,<Null>,<Null>,<Null>,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.523608,0.052959
308,Polygon,Degua Temben,ET010604,<Null>,<Null>,<Null>,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.574773,0.036515
309,Polygon,Dehana,ET030803,<Null>,<Null>,<Null>,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.86548,0.136712
310,Polygon,Dejen,ET030613,<Null>,<Null>,<Null>,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.290625,0.051555
311,Polygon,Dejen town,ET030698,<Null>,<Null>,<Null>,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.0769,0.000214
312,Polygon,Deka Suftu,ET050991,<Null>,<Null>,<Null>,Liban,ET0509,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.585894,0.333716
313,Polygon,Delanta,ET030406,<Null>,<Null>,<Null>,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.700095,0.087684
314,Polygon,Dembecha,ET030708,<Null>,<Null>,<Null>,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.915917,0.079652
315,Polygon,Dembel,ET050102,<Null>,<Null>,<Null>,Siti,ET0501,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.010419,0.22242
316,Polygon,Dembi,ET060404,<Null>,<Null>,<Null>,Kemashi,ET0604,Benishangul Gumz,ET06,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.173401,0.148356
317,Polygon,Denba Gofa,ET071502,<Null>,<Null>,<Null>,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.840159,0.065008
318,Polygon,Denbecha town,ET030717,<Null>,<Null>,<Null>,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.099872,0.000572
319,Polygon,Denbi Dollo town,ET041806,<Null>,<Null>,<Null>,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.181057,0.001376
320,Polygon,Dendi,ET040510,<Null>,<Null>,<Null>,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.183391,0.060393
321,Polygon,Dera (AM),ET030209,<Null>,<Null>,<Null>,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.507227,0.126469
322,Polygon,Dera (OR),ET040602,<Null>,<Null>,<Null>,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.671609,0.127021
323,Polygon,Derashe Special,ET072304,<Null>,<Null>,<Null>,Derashe,ET0723,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.440876,0.057089
324,Polygon,Dessie town,ET030418,<Null>,<Null>,<Null>,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.992664,0.016473
325,Polygon,Dessie Zuria,ET030409,<Null>,<Null>,<Null>,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.478828,0.077605
326,Polygon,Dewa Cheffa,ET031001,<Null>,<Null>,<Null>,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.725617,0.053959
327,Polygon,Dewa Harewa,ET031005,<Null>,<Null>,<Null>,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.016829,0.036289
328,Polygon,Dhas,ET041220,<Null>,<Null>,<Null>,Borena,ET0412,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.624893,0.258453
329,Polygon,Didu,ET040317,<Null>,<Null>,<Null>,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.588599,0.050089
330,Polygon,Dig,ET050399,<Null>,<Null>,<Null>,Jarar,ET0503,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.386783,0.115963
331,Polygon,Diga,ET040210,<Null>,<Null>,<Null>,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.273789,0.046408
332,Polygon,Dihun,ET051006,<Null>,<Null>,<Null>,Nogob,ET0510,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.945649,0.17288
333,Polygon,Diksis,ET040822,<Null>,<Null>,<Null>,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.067555,0.032717
334,Polygon,Dila town,ET070507,<Null>,<Null>,<Null>,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.19115,0.001164
335,Polygon,Dila Zuria,ET070505,<Null>,<Null>,<Null>,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.603889,0.010221
336,Polygon,Dilo,ET041219,<Null>,<Null>,<Null>,Borena,ET0412,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.603042,0.318697
337,Polygon,Dima (GM),ET120205,<Null>,<Null>,<Null>,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,4.64331,0.697656
338,Polygon,Dima (TG),ET010115,<Null>,Laelay Tselemti,<Null>,North Western,ET0101,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.630519,0.071224
339,Polygon,Dinsho,ET041122,<Null>,<Null>,<Null>,Bale,ET0411,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.422789,0.053209
340,Polygon,Dire,ET041211,<Null>,<Null>,<Null>,Borena,ET0412,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.298271,0.223503
341,Polygon,Dire Teyara,ET130106,<Null>,<Null>,<Null>,Harari,ET1301,Harari,ET13,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.194393,0.000935
342,Polygon,Disa,ET071709,<Null>,<Null>,<Null>,Dawuro,ET0717,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.284204,0.061001
343,Polygon,Dita,ET071008,<Null>,<Null>,<Null>,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.033726,0.023149
344,Polygon,Doba,ET040902,<Null>,<Null>,<Null>,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.149859,0.050756
345,Polygon,Dodola,ET041707,<Null>,<Null>,<Null>,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.409733,0.134883
346,Polygon,Dodola town,ET041700,<Null>,<Null>,<Null>,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.102822,0.000675
347,Polygon,Dodota,ET040805,<Null>,<Null>,<Null>,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.542924,0.042415
348,Polygon,Dolo Odo,ET050902,<Null>,<Null>,<Null>,Liban,ET0509,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.63393,0.280562
349,Polygon,Dolobay,ET050808,<Null>,<Null>,<Null>,Afder,ET0508,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.942142,0.326472
350,Polygon,Dorani,ET040324,<Null>,<Null>,<Null>,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.073538,0.034688
351,Polygon,Doyogena,ET070306,<Null>,<Null>,<Null>,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.732432,0.010698
352,Polygon,Dubluk,ET041291,<Null>,<Null>,<Null>,Borena,ET0412,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.989559,0.190182
353,Polygon,Dubti,ET020101,<Null>,<Null>,<Null>,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.916061,0.395826
354,Polygon,Dubti town,ET020107,<Null>,<Null>,<Null>,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.10447,0.000561
355,Polygon,Dugda,ET040707,<Null>,<Null>,<Null>,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.83834,0.081987
356,Polygon,Dugda Dawa,ET041515,<Null>,<Null>,<Null>,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.730784,0.149067
357,Polygon,Duguna Fango,ET070612,<Null>,<Null>,<Null>,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.045211,0.034369
358,Polygon,Dukem,ET042008,<Null>,<Null>,<Null>,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.046756,0.000048
359,Polygon,Dulecha,ET020304,<Null>,<Null>,<Null>,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.164854,0.12228
360,Polygon,Duna,ET070207,<Null>,<Null>,<Null>,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.157039,0.018224
361,Polygon,Durame town,ET070308,<Null>,<Null>,<Null>,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.214617,0.001113
362,Polygon,East Belesa,ET031117,<Null>,<Null>,<Null>,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.364059,0.118214
363,Polygon,East Dembia,ET031111,<Null>,<Null>,<Null>,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.307411,0.040169
364,Polygon,East Esite,ET030208,<Null>,<Null>,<Null>,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.702829,0.110394
365,Polygon,East Imi,ET050601,<Null>,<Null>,<Null>,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.463644,0.2618
366,Polygon,Ebenat,ET030201,<Null>,<Null>,<Null>,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.402342,0.134351
367,Polygon,Edaga arbi,ET010203,<Null>,Edaba Tsahima,<Null>,Central,ET0102,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.300226,0.027662
368,Polygon,Edaga Hamus town,ET010311,<Null>,<Null>,<Null>,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.063975,0.000243
369,Polygon,Eferatana Gidem,ET030508,<Null>,<Null>,<Null>,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.408514,0.042187
370,Polygon,Egela,ET010216,<Null>,<Null>,<Null>,Central,ET0102,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.196739,0.056266
371,Polygon,Ejere /Addis Alem,ET040511,<Null>,<Null>,<Null>,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.589617,0.047815
372,Polygon,Ejersa Lafo,ET040590,<Null>,<Null>,<Null>,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.234887,0.028237
373,Polygon,El-Ogaden,ET050598,<Null>,<Null>,<Null>,Korahe,ET0505,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.014594,0.167704
374,Polygon,Elale,ET050698,<Null>,<Null>,<Null>,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.699006,0.167713
375,Polygon,Elidar,ET020102,<Null>,<Null>,<Null>,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,4.221334,0.90584
376,Polygon,Elkare /Serer,ET050804,<Null>,<Null>,<Null>,Afder,ET0508,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.704306,0.548359
377,Polygon,Elwaya,ET041295,<Null>,<Null>,<Null>,Borena,ET0412,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.317981,0.321895
378,Polygon,Elwayne,ET051002,<Null>,<Null>,<Null>,Nogob,ET0510,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.8682,0.197829
379,Polygon,Emba Alaje,ET010404,<Null>,<Null>,<Null>,Southern,ET0104,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.020293,0.028664
380,Polygon,Emba Sieneti,ET010219,<Null>,<Null>,<Null>,Central,ET0102,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.440259,0.033111
381,Polygon,Emdebir town,ET070116,<Null>,<Null>,<Null>,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.119869,0.000599
382,Polygon,Enarj Enawga,ET030605,<Null>,<Null>,<Null>,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.458509,0.077137
383,Polygon,Endabaguna town,ET010114,<Null>,<Null>,<Null>,North Western,ET0101,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.076687,0.000263
384,Polygon,Endafelasi,ET010218,<Null>,<Null>,<Null>,Central,ET0102,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.203265,0.038578
385,Polygon,Endamehoni,ET010405,<Null>,<Null>,<Null>,Southern,ET0104,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.280471,0.037673
386,Polygon,Enderta,ET010602,<Null>,<Null>,<Null>,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.845882,0.116894
387,Polygon,Endiguagn,ET070108,<Null>,<Null>,<Null>,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.674027,0.012397
388,Polygon,Enebse Sarmder,ET030604,<Null>,<Null>,<Null>,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.333491,0.088961
389,Polygon,Enemay,ET030606,<Null>,<Null>,<Null>,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.658134,0.060285
390,Polygon,Enemor Ener,ET070111,<Null>,<Null>,<Null>,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.355073,0.04711
391,Polygon,Enor Ener,ET070120,<Null>,<Null>,<Null>,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.099308,0.027411
392,Polygon,Ensaro,ET030503,<Null>,<Null>,<Null>,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.052686,0.037226
393,Polygon,Enticho town,ET010220,<Null>,<Null>,<Null>,Central,ET0102,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.083486,0.000323
394,Polygon,Erebti,ET020201,<Null>,<Null>,<Null>,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.808453,0.217874
395,Polygon,Erer (HR),ET130105,<Null>,<Null>,<Null>,Harari,ET1301,Harari,ET13,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.438162,0.008134
396,Polygon,Erer (SM),ET050104,<Null>,<Null>,<Null>,Siti,ET0501,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.645439,0.348041
397,Polygon,Erob,ET010302,<Null>,<Null>,<Null>,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.59307,0.077051
398,Polygon,Euwa,ET020402,<Null>,<Null>,<Null>,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.792129,0.119813
399,Polygon,Ezha,ET070103,<Null>,<Null>,<Null>,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.183143,0.027454
400,Polygon,Ezo /Kogota,ET071007,<Null>,<Null>,<Null>,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.453683,0.006415
401,Polygon,Fagta Lakoma,ET030905,<Null>,<Null>,<Null>,Awi,ET0309,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.525695,0.054037
402,Polygon,Farta,ET030204,<Null>,<Null>,<Null>,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.234366,0.06264
403,Polygon,Fedis,ET041005,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.283008,0.057587
404,Polygon,Fentale,ET040701,<Null>,<Null>,<Null>,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.013718,0.120304
405,Polygon,Ferfer,ET050607,<Null>,<Null>,<Null>,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.882959,0.175819
406,Polygon,Fiche town,ET040613,<Null>,<Null>,<Null>,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.154212,0.001098
407,Polygon,Fik,ET050402,<Null>,<Null>,<Null>,Erer,ET0504,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.33713,0.282659
408,Polygon,Filtu,ET050901,<Null>,<Null>,<Null>,Liban,ET0509,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,4.195705,0.974279
409,Polygon,Finote Selam town,ET030714,<Null>,<Null>,<Null>,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.354283,0.003528
410,Polygon,Fogera,ET030203,<Null>,<Null>,<Null>,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.099851,0.091768
411,Polygon,Freweyni town,ET010313,<Null>,<Null>,<Null>,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.072643,0.000258
412,Polygon,Gablalu,ET050199,<Null>,<Null>,<Null>,Siti,ET0501,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.871178,0.507359
413,Polygon,Gachit,ET071801,<Null>,<Null>,<Null>,Mirab Omo,ET0718,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.228221,0.042648
414,Polygon,Gacho Baba,ET071016,<Null>,<Null>,<Null>,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.970197,0.021345
415,Polygon,Gaji,ET040113,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.953568,0.024851
416,Polygon,Galadi,ET050703,<Null>,<Null>,<Null>,Doolo,ET0507,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.723239,0.844696
417,Polygon,Galhamur,ET050799,<Null>,<Null>,<Null>,Doolo,ET0507,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.879404,0.439975
418,Polygon,Gambela National Park,ET120200,<Null>,<Null>,<Null>,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.029749,0.038713
419,Polygon,Gambela town,ET120206,<Null>,<Null>,<Null>,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.151583,0.001272
420,Polygon,Gambela Zuria,ET120202,<Null>,<Null>,<Null>,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.112114,0.269671
421,Polygon,Ganta Afeshum,ET010304,<Null>,<Null>,<Null>,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.872116,0.038968
422,Polygon,Garbo,ET051003,<Null>,<Null>,<Null>,Nogob,ET0510,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.05151,0.256216
423,Polygon,Garda Marta,ET071018,<Null>,<Null>,<Null>,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.266948,0.039623
424,Polygon,Gasera,ET041106,<Null>,<Null>,<Null>,Bale,ET0411,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.982731,0.092496
425,Polygon,Gashamo,ET050304,<Null>,<Null>,<Null>,Jarar,ET0503,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,4.670407,0.946552
426,Polygon,Gawo Kebe,ET041804,<Null>,<Null>,<Null>,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.964733,0.093766
427,Polygon,Gaz Gibla,ET030804,<Null>,<Null>,<Null>,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.760612,0.085756
428,Polygon,Gazo,ET030312,<Null>,<Null>,<Null>,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.451337,0.008563
429,Polygon,Gechi,ET041606,<Null>,<Null>,<Null>,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.640486,0.051987
430,Polygon,Gedeb,ET070506,<Null>,<Null>,<Null>,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.846665,0.015514
431,Polygon,Gedeb Asasa,ET041706,<Null>,<Null>,<Null>,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.190494,0.094017
432,Polygon,Gedeb town,ET070511,<Null>,<Null>,<Null>,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.256347,0.001501
433,Polygon,Gedebano Gutazer Welene,ET070104,<Null>,<Null>,<Null>,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.965357,0.039688
434,Polygon,Gelalu,ET020305,<Null>,<Null>,<Null>,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.560058,0.065373
435,Polygon,Gelana (Finfine),ET042098,<Null>,<Null>,<Null>,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.239118,0.002499
436,Polygon,Gelana (West Guji),ET041517,<Null>,<Null>,<Null>,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.845689,0.098822
437,Polygon,Gemechis,ET040912,<Null>,<Null>,<Null>,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.515115,0.085591
438,Polygon,Gena,ET071704,<Null>,<Null>,<Null>,Dawuro,ET0717,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.917557,0.032451
439,Polygon,Gendawuha town,ET031292,<Null>,<Null>,<Null>,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.129922,0.000947
